,chrom,start,stop,Sample_sum_norm,Peak_type,index_x,p279_x,p318_x,difference_x,z_score_x,Feature_x,gene_279,index_y,p279_y,p318_y,difference_y,z_score_y,Feature_y,gene_NC,Sample
707,chr2,17744778,17769458,3.672907664414462,Oncoprotein_Target,,,,,,,,,,,,,,,p279
708,chr2,17809916,17824981,3.851606886671059,Oncoprotein_Target,,,,,,,,,,,,,,,p279
709,chr2,18294212,18297163,3.376918438089654,Oncoprotein_Target,,,,,,,,,,,,,,,p279
710,chr2,18754737,18756789,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
711,chr2,24350349,24362240,3.922574774473552,Oncoprotein_Target,,,,,,,,,,,,,,,p279
712,chr2,27769867,27778612,4.684311403601159,Oncoprotein_Target,,,,,,,,,,,,,,,p279
713,chr2,27883075,27896089,8.687754583011639,Oncoprotein_Target,,,,,,,,,,,,,,,p279
714,chr2,27942706,27962270,4.602324788403877,Oncoprotein_Target,,,,,,,,,,,,,,,p279
715,chr2,28019902,28040695,1.0908219929333058,Oncoprotein_Target,,,,,,,,,,,,,,,p279
716,chr2,28044368,28050092,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
717,chr2,28073570,28076475,1.4697300767197152,Oncoprotein_Target,,,,,,,,,,,,,,,p279
718,chr2,28079035,28083303,1.3311387929546492,Oncoprotein_Target,,,,,,,,,,,,,,,p279
719,chr2,28083640,28087684,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
720,chr2,28091493,28096395,1.3177811785015232,Oncoprotein_Target,,,,,,,,,,,,,,,p279
721,chr2,28122158,28124854,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
722,chr2,28388181,28401601,15.78004740504685,Oncoprotein_Target,,,,,,,,,,,,,,,p279
723,chr2,31990254,32014519,2.321330165232977,Oncoprotein_Target,,,,,,,,,,,,,,,p279
724,chr2,43199380,43231672,12.969176331912749,Oncoprotein_Target,,,,,,,,,,,,,,,p279
725,chr2,45642836,45655352,6.28848894177632,Oncoprotein_Target,,,,,,,,,,,,,,,p279
726,chr2,45818114,45830047,2.576622470266721,Oncoprotein_Target,,,,,,,,,,,,,,,p279
727,chr2,45830371,45847020,4.179850244967085,Oncoprotein_Target,,,,,,,,,,,,,,,p279
728,chr2,45849471,45864772,1.9618101616685504,Oncoprotein_Target,,,,,,,,,,,,,,,p279
729,chr2,46935388,46951731,3.287533484869192,Oncoprotein_Target,,,,,,,,,,,,,,,p279
730,chr2,47164070,47180575,7.330823344497027,Oncoprotein_Target,,,,,,,,,,,,,,,p279
731,chr2,47516406,47525356,3.327107811261917,Oncoprotein_Target,,,,,,,,,,,,,,,p279
732,chr2,47565306,47572821,9.546100146365363,ALL_specific,chr2:47565306-47572821,17.084463887504004,-0.0411647838894397,17.125628671393443,2.118605826784235,chr2:47565306-47572821,KCNK12,,,,,,,,p279
733,chr2,47691457,47704289,3.91949056007845,ALL_specific,chr2:47691457-47704289,25.850994610085387,-0.0592041299173091,25.91019874000269,3.23822203211248,chr2:47691457-47704289,MSH6,,,,,,,,p279
734,chr2,47712744,47730307,4.519982235853041,Oncoprotein_Target,,,,,,,,,,,,,,,p279
735,chr2,47733277,47739933,3.116897673301491,Oncoprotein_Target,,,,,,,,,,,,,,,p279
736,chr2,48349786,48361813,2.1490089237250816,Oncoprotein_Target,,,,,,,,,,,,,,,p279
737,chr2,54552639,54607935,3.46490452332833,Oncoprotein_Target,,,,,,,,,,,,,,,p279
738,chr2,55406699,55426619,2.000011296141581,Oncoprotein_Target,,,,,,,,,,,,,,,p279
739,chr2,57964548,57969501,1.141265518551437,Oncoprotein_Target,,,,,,,,,,,,,,,p279
740,chr2,57969554,57977111,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
741,chr2,57993770,57996745,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
742,chr2,57997929,58000466,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
743,chr2,58003356,58008170,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
744,chr2,58036344,58113363,1.4710893658671842,Oncoprotein_Target,,,,,,,,,,,,,,,p279
745,chr2,58124207,58133758,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
746,chr2,58231551,58243477,1.942306102966125,Oncoprotein_Target,,,,,,,,,,,,,,,p279
747,chr2,58606508,58744426,1.154598543599609,Oncoprotein_Target,,,,,,,,,,,,,,,p279
748,chr2,58750896,58799509,5.178583907428392,Oncoprotein_Target,,,,,,,,,,,,,,,p279
749,chr2,60343439,60361572,2.787614921904584,Oncoprotein_Target,,,,,,,,,,,,,,,p279
750,chr2,60399175,60418687,4.797406653381456,Oncoprotein_Target,,,,,,,,,,,,,,,p279
751,chr2,60462261,60497989,3.087130530854813,Oncoprotein_Target,,,,,,,,,,,,,,,p279
752,chr2,60510390,60578481,21.295448734955947,Oncoprotein_Target,,,,,,,,,,,,,,,p279
753,chr2,61011245,61021194,3.1177552387574154,Oncoprotein_Target,,,,,,,,,,,,,,,p279
754,chr2,61492473,61512184,1.503143920960019,Oncoprotein_Target,,,,,,,,,,,,,,,p279
755,chr2,62189901,62203145,5.087097564298473,Oncoprotein_Target,,,,,,,,,,,,,,,p279
756,chr2,64008618,64027553,1.7623593128950297,Oncoprotein_Target,,,,,,,,,,,,,,,p279
757,chr2,66408623,66599345,15.103137764169112,Oncoprotein_Target,,,,,,,,,,,,,,,p279
758,chr2,68179193,68208799,2.250684774815227,Oncoprotein_Target,,,,,,,,,,,,,,,p279
759,chr2,68209325,68221218,4.644359845337334,Oncoprotein_Target,,,,,,,,,,,,,,,p279
760,chr2,68221781,68285996,4.714260876121578,Oncoprotein_Target,,,,,,,,,,,,,,,p279
761,chr2,68357717,68377859,1.906465625083236,Oncoprotein_Target,,,,,,,,,,,,,,,p279
762,chr2,68756978,68796960,2.724744407555117,Oncoprotein_Target,,,,,,,,,,,,,,,p279
763,chr2,70112828,70147522,5.654022776818128,Oncoprotein_Target,,,,,,,,,,,,,,,p279
764,chr2,84963165,84982202,2.1303262206828544,Oncoprotein_Target,,,,,,,,,,,,,,,p279
765,chr2,86772444,86777224,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
766,chr2,86943973,86961015,1.5191662725143864,Oncoprotein_Target,,,,,,,,,,,,,,,p279
767,chr2,86961133,86965667,1.3337207872760848,Oncoprotein_Target,,,,,,,,,,,,,,,p279
768,chr2,86966140,86968617,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
769,chr2,86968805,86991769,1.01700296708946,Oncoprotein_Target,,,,,,,,,,,,,,,p279
770,chr2,87779841,87800735,1.0121621318784475,Oncoprotein_Target,,,,,,,,,,,,,,,p279
771,chr2,87843910,87851251,1.243971217564758,Oncoprotein_Target,,,,,,,,,,,,,,,p279
772,chr2,87851440,87855718,1.4716783966938651,Oncoprotein_Target,,,,,,,,,,,,,,,p279
773,chr2,87855939,87863340,1.0223414648052809,Oncoprotein_Target,,,,,,,,,,,,,,,p279
774,chr2,87868411,87871608,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
775,chr2,87981539,87990718,1.0108083133908192,Oncoprotein_Target,,,,,,,,,,,,,,,p279
776,chr2,88001423,88004993,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
777,chr2,88854224,88861225,1.1372326478550927,Oncoprotein_Target,,,,,,,,,,,,,,,p279
778,chr2,88861302,88870039,1.1397806168383589,Oncoprotein_Target,,,,,,,,,,,,,,,p279
779,chr2,101108023,101118640,1.6914856962852367,Oncoprotein_Target,,,,,,,,,,,,,,,p279
780,chr2,101695334,101712323,2.1706925481564845,Oncoprotein_Target,,,,,,,,,,,,,,,p279
781,chr2,105785370,105804924,3.3255858554238262,Oncoprotein_Target,,,,,,,,,,,,,,,p279
782,chr2,106450693,106453967,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
783,chr2,107841925,107847191,1.2047019798258092,Oncoprotein_Target,,,,,,,,,,,,,,,p279
784,chr2,108602741,108634463,1.4076680686514895,Oncoprotein_Target,,,,,,,,,,,,,,,p279
785,chr2,109170039,109170914,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
786,chr2,135942600,135988774,1.310340931754626,Oncoprotein_Target,,,,,,,,,,,,,,,p279
787,chr2,136109291,136138690,4.842629386657407,Oncoprotein_Target,,,,,,,,,,,,,,,p279
788,chr2,143123299,143164651,1.9661826196666383,Oncoprotein_Target,,,,,,,,,,,,,,,p279
789,chr2,144389878,144612383,13.819788994848077,Oncoprotein_Target,,,,,,,,,,,,,,,p279
790,chr2,144641150,144719115,8.752456835471339,Oncoprotein_Target,,,,,,,,,,,,,,,p279
791,chr2,144723017,144735034,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
792,chr2,144881102,144898341,1.3202576790128586,Oncoprotein_Target,,,,,,,,,,,,,,,p279
793,chr2,152087176,152089947,2.146107766433968,Oncoprotein_Target,,,,,,,,,,,,,,,p279
794,chr2,152095912,152101568,1.0771375121776965,Oncoprotein_Target,,,,,,,,,,,,,,,p279
795,chr2,152333373,152339048,3.721137121145476,Oncoprotein_Target,,,,,,,,,,,,,,,p279
796,chr2,152424865,152437691,1.7137488619267969,Oncoprotein_Target,,,,,,,,,,,,,,,p279
797,chr2,152465887,152470339,2.2950932055101103,Oncoprotein_Target,,,,,,,,,,,,,,,p279
798,chr2,152490441,152494496,1.6561458404616545,Oncoprotein_Target,,,,,,,,,,,,,,,p279
799,chr2,152535445,152538416,2.819996063871907,Oncoprotein_Target,,,,,,,,,,,,,,,p279
800,chr2,158962158,158972667,1.4560667579629452,Oncoprotein_Target,,,,,,,,,,,,,,,p279
801,chr2,159505822,159541214,1.1571737837133358,Oncoprotein_Target,,,,,,,,,,,,,,,p279
802,chr2,159541975,159554621,1.1675462760845858,Oncoprotein_Target,,,,,,,,,,,,,,,p279
803,chr2,159555366,159559218,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
804,chr2,159583758,159625944,4.110220596680362,Oncoprotein_Target,,,,,,,,,,,,,,,p279
805,chr2,159631677,159637500,1.1592161701637869,Oncoprotein_Target,,,,,,,,,,,,,,,p279
806,chr2,159704562,159707656,1.7020575576423114,Oncoprotein_Target,,,,,,,,,,,,,,,p279
807,chr2,159708715,159745172,2.3156328357614635,Oncoprotein_Target,,,,,,,,,,,,,,,p279
808,chr2,159795111,159802890,2.75289828963913,Oncoprotein_Target,,,,,,,,,,,,,,,p279
809,chr2,160398933,160423066,2.6277190510168387,Oncoprotein_Target,,,,,,,,,,,,,,,p279
810,chr2,161214683,161276737,1.123057841565062,Oncoprotein_Target,,,,,,,,,,,,,,,p279
811,chr2,164733713,164738860,1.6675309753073182,Oncoprotein_Target,,,,,,,,,,,,,,,p279
812,chr2,164738945,164744427,1.856606483232077,Oncoprotein_Target,,,,,,,,,,,,,,,p279
813,chr2,164792185,164817395,1.708795510881165,Oncoprotein_Target,,,,,,,,,,,,,,,p279
814,chr2,164823486,164857451,1.227866981217361,Oncoprotein_Target,,,,,,,,,,,,,,,p279
815,chr2,164857777,164867352,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
816,chr2,164896094,164904515,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
817,chr2,164907614,164914257,1.4150203264882368,Oncoprotein_Target,,,,,,,,,,,,,,,p279
818,chr2,164932796,164942190,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
819,chr2,164942402,164958735,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
820,chr2,166088757,166092430,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
821,chr2,168237116,168250453,1.8582308266332457,Oncoprotein_Target,,,,,,,,,,,,,,,p279
822,chr2,168454426,168472793,1.57644520817844,Oncoprotein_Target,,,,,,,,,,,,,,,p279
823,chr2,171121163,171149965,1.181049615102588,Oncoprotein_Target,,,,,,,,,,,,,,,p279
824,chr2,171151378,171164613,2.253979327108256,Oncoprotein_Target,,,,,,,,,,,,,,,p279
825,chr2,173026585,173030894,1.894831020414,Oncoprotein_Target,,,,,,,,,,,,,,,p279
826,chr2,173058312,173061283,1.5663077881146492,Oncoprotein_Target,,,,,,,,,,,,,,,p279
827,chr2,173063984,173068186,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
828,chr2,173069762,173081537,3.218353239390095,Oncoprotein_Target,,,,,,,,,,,,,,,p279
829,chr2,173083858,173086341,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
830,chr2,173348632,173362122,4.591220868962372,ALL_specific,chr2:173348632-173362122,16.59277205097868,-0.0109533714605354,16.603725422439215,2.0520879060916037,chr2:173348632-173362122,CDCA7,,,,,,,,p279
831,chr2,174590581,174618948,2.861861644934355,Oncoprotein_Target,,,,,,,,,,,,,,,p279
832,chr2,177251758,177267953,4.1452195440812325,Oncoprotein_Target,,,,,,,,,,,,,,,p279
833,chr2,177386495,177401682,1.967692845454377,NC_specific,,,,,,,,chr2:177386495-177401682,2.008340887612761,27.62066253817963,-25.61232165056687,-3.3284566235418933,chr2:177386495-177401682,"NFE2L2, LOC100130691, AGPS",p279
834,chr2,179256356,179268892,1.4640547470657037,Oncoprotein_Target,,,,,,,,,,,,,,,p279
835,chr2,179859182,179864235,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
836,chr2,180972212,180989508,1.7294757615037977,Oncoprotein_Target,,,,,,,,,,,,,,,p279
837,chr2,181116441,181134037,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
838,chr2,181137955,181144824,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
839,chr2,181297335,181321388,3.077892395300047,Oncoprotein_Target,,,,,,,,,,,,,,,p279
840,chr2,181369051,181400955,2.315153588047933,Oncoprotein_Target,,,,,,,,,,,,,,,p279
841,chr2,181417866,181449049,1.2005477368467663,Oncoprotein_Target,,,,,,,,,,,,,,,p279
842,chr2,181450294,181546053,3.670233339927902,Oncoprotein_Target,,,,,,,,,,,,,,,p279
843,chr2,181885105,181900245,2.811947130995674,Oncoprotein_Target,,,,,,,,,,,,,,,p279
844,chr2,190514674,190539222,1.7768564531294218,Oncoprotein_Target,,,,,,,,,,,,,,,p279
845,chr2,193887403,193907914,1.0702622325313371,Oncoprotein_Target,,,,,,,,,,,,,,,p279
846,chr2,193921245,193930616,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
847,chr2,193939337,193947308,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
848,chr2,193947493,193951225,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
849,chr2,193951917,193955145,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
850,chr2,196258402,196277977,1.4233555513871756,Oncoprotein_Target,,,,,,,,,,,,,,,p279
851,chr2,200303256,200310567,1.11506636838248,Oncoprotein_Target,,,,,,,,,,,,,,,p279
852,chr2,200692364,200717345,2.590905122885244,Oncoprotein_Target,,,,,,,,,,,,,,,p279
853,chr2,200848140,200870370,4.239623054114396,Oncoprotein_Target,,,,,,,,,,,,,,,p279
854,chr2,200959959,200969719,2.5574898950268654,Oncoprotein_Target,,,,,,,,,,,,,,,p279
855,chr2,201112013,201134535,2.5563833599117736,Oncoprotein_Target,,,,,,,,,,,,,,,p279
856,chr2,206079852,206091696,2.994453407326939,Oncoprotein_Target,,,,,,,,,,,,,,,p279
857,chr2,213045461,213160102,1.049929628372496,Oncoprotein_Target,,,,,,,,,,,,,,,p279
858,chr2,213214354,213254304,1.1247189483901454,Oncoprotein_Target,,,,,,,,,,,,,,,p279
859,chr2,223889416,223898515,2.512312660355748,Oncoprotein_Target,,,,,,,,,,,,,,,p279
860,chr2,223898899,223908345,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
861,chr2,223913023,223923286,1.5416187611056622,Oncoprotein_Target,,,,,,,,,,,,,,,p279
862,chr2,223925057,223933137,1.1065564463433388,Oncoprotein_Target,,,,,,,,,,,,,,,p279
863,chr2,223936487,223942652,1.3954395974231169,Oncoprotein_Target,,,,,,,,,,,,,,,p279
864,chr2,223942674,223953463,1.795431697230695,Oncoprotein_Target,,,,,,,,,,,,,,,p279
865,chr2,224398854,224403596,1.461005952109915,Oncoprotein_Target,,,,,,,,,,,,,,,p279
866,chr2,237668474,237680632,8.966564322736886,Oncoprotein_Target,,,,,,,,,,,,,,,p279
867,chr2,239218818,239248726,1.57933842629423,NC_specific,,,,,,,,chr2:239218818-239248726,0.6702556400710404,20.31747005699286,-19.64721441692182,-2.568188258311917,chr2:239218818-239248726,HDAC4,p279
868,chr2,239249330,239270232,3.0126175732131157,NC_specific,,,,,,,,chr2:239249330-239270232,0.4629191933591191,22.799356589687942,-22.336437396328822,-2.910936691527142,chr2:239249330-239270232,HDAC4,p279
869,chr20,5604086,5614774,2.5008599597283427,Oncoprotein_Target,,,,,,,,,,,,,,,p279
870,chr20,8143447,8157017,1.18798959235724,Oncoprotein_Target,,,,,,,,,,,,,,,p279
871,chr20,8204593,8216382,2.0906594609757447,Oncoprotein_Target,,,,,,,,,,,,,,,p279
872,chr20,8270729,8276424,1.1315193646022714,Oncoprotein_Target,,,,,,,,,,,,,,,p279
873,chr20,8386248,8390976,1.0582872183530323,Oncoprotein_Target,,,,,,,,,,,,,,,p279
874,chr20,9467473,9473020,1.3566591755249002,Oncoprotein_Target,,,,,,,,,,,,,,,p279
875,chr20,9473235,9477808,1.3217401322611089,Oncoprotein_Target,,,,,,,,,,,,,,,p279
876,chr20,9502756,9520734,12.219358860908114,Oncoprotein_Target,,,,,,,,,,,,,,,p279
877,chr20,31737294,31748040,1.8198865226158965,Oncoprotein_Target,,,,,,,,,,,,,,,p279
878,chr20,35647687,35667621,2.9760327143495355,NC_specific,,,,,,,,chr20:35647687-35667621,2.082110548337137,20.24634133177905,-18.164230783441912,-2.379178153626904,chr20:35647687-35667621,"CPNE1, RBM12",p279
879,chr20,35695798,35746464,8.172069293146446,Oncoprotein_Target,,,,,,,,,,,,,,,p279
880,chr20,36936428,36954201,2.126004189330708,NC_specific,,,,,,,,chr20:36936428-36954201,2.075155985129686,17.618409354216343,-15.543253369086656,-2.0451277944183683,chr20:36936428-36954201,SAMHD1,p279
881,chr20,47256607,47267062,6.4674951995570025,Oncoprotein_Target,,,,,,,,,,,,,,,p279
882,chr20,47347446,47362093,7.659962761025833,ALL_specific,chr20:47347446-47362093,29.21562442140155,11.441369247858702,17.774255173542848,2.201274954281652,chr20:47347446-47362093,"LOC101927377, ZMYND8",,,,,,,,p279
883,chr20,53576611,53601437,9.966874769049774,Oncoprotein_Target,,,,,,,,,,,,,,,p279
884,chr20,53607926,53616228,4.436309969403407,ALL_specific,chr20:53607926-53616228,17.967370002134604,1.8265683370806984,16.140801665053907,1.9930870743432043,chr20:53607926-53616228,LOC105372672,,,,,,,,p279
885,chr20,53651317,53662659,1.7465719084921305,Oncoprotein_Target,,,,,,,,,,,,,,,p279
886,chr20,53733944,53743848,1.42130463322413,Oncoprotein_Target,,,,,,,,,,,,,,,p279
887,chr20,53826245,53831970,1.028071231529068,Oncoprotein_Target,,,,,,,,,,,,,,,p279
888,chr20,58884412,58910420,4.345539843998832,Oncoprotein_Target,,,,,,,,,,,,,,,p279
889,chr20,62917227,62933622,2.592387023620522,NC_specific,,,,,,,,chr20:62917227-62933622,1.96213803973487,18.482295594694307,-16.520157554959436,-2.169636762872566,chr20:62917227-62933622,DIDO1,p279
890,chr21,14511288,14537175,1.371877906709155,Oncoprotein_Target,,,,,,,,,,,,,,,p279
891,chr21,14541064,14556712,1.0646613594934278,Oncoprotein_Target,,,,,,,,,,,,,,,p279
892,chr21,14862205,14872461,1.2085136578174278,Oncoprotein_Target,,,,,,,,,,,,,,,p279
893,chr21,15110086,15128987,1.0746203642931835,Oncoprotein_Target,,,,,,,,,,,,,,,p279
894,chr21,15130676,15139435,1.2098397860380832,Oncoprotein_Target,,,,,,,,,,,,,,,p279
895,chr21,15187643,15194274,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
896,chr21,15194919,15207692,1.3174074911291462,Oncoprotein_Target,,,,,,,,,,,,,,,p279
897,chr21,15209920,15216141,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
898,chr21,15219147,15223966,1.3958512956437228,Oncoprotein_Target,,,,,,,,,,,,,,,p279
899,chr21,15429805,15450028,2.44749081574826,Oncoprotein_Target,,,,,,,,,,,,,,,p279
900,chr21,15474396,15496187,1.2308602776871636,Oncoprotein_Target,,,,,,,,,,,,,,,p279
901,chr21,15506348,15521613,1.3410722959891774,Oncoprotein_Target,,,,,,,,,,,,,,,p279
902,chr21,15523219,15543215,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
903,chr21,15727073,15744616,1.9105564174905647,Oncoprotein_Target,,,,,,,,,,,,,,,p279
904,chr21,15863744,15873444,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
905,chr21,16193123,16199068,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
906,chr21,26167656,26171954,2.028058225921387,Oncoprotein_Target,,,,,,,,,,,,,,,p279
907,chr21,34863789,34960049,16.220223925886742,Oncoprotein_Target,,,,,,,,,,,,,,,p279
908,chr21,34961040,34990775,3.6139471509172494,ALL_specific,chr21:34961040-34990775,22.180053915562105,1.7035615825708776,20.476492332991228,2.545682078446984,chr21:34961040-34990775,"RUNX1, LOC101928269",,,,,,,,p279
909,chr21,34992666,35034750,7.537129254826055,Oncoprotein_Target,,,,,,,,,,,,,,,p279
910,chr21,35035258,35053463,15.337544389520186,Oncoprotein_Target,,,,,,,,,,,,,,,p279
911,chr21,35233558,35235676,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
912,chr21,35397363,35404252,1.95241276492098,Oncoprotein_Target,,,,,,,,,,,,,,,p279
913,chr21,37403994,37450708,1.8184812342846135,Oncoprotein_Target,,,,,,,,,,,,,,,p279
914,chr21,38379595,38389564,4.263725292906008,Oncoprotein_Target,,,,,,,,,,,,,,,p279
915,chr21,38403769,38414880,1.8137349701105987,Oncoprotein_Target,,,,,,,,,,,,,,,p279
916,chr21,38433192,38442754,3.69699545221456,Oncoprotein_Target,,,,,,,,,,,,,,,p279
917,chr21,38443149,38454938,2.7673388034726534,Oncoprotein_Target,,,,,,,,,,,,,,,p279
918,chr21,38463936,38509820,35.48468646484091,Oncoprotein_Target,,,,,,,,,,,,,,,p279
919,chr21,38801634,38812836,11.867644155581306,ALL_specific,chr21:38801634-38812836,24.493100382625062,6.664319192076955,17.828781190548106,2.2082244363592367,chr21:38801634-38812836,ETS2,,,,,,,,p279
920,chr21,38979089,38992559,11.512278934545842,ALL_specific,chr21:38979089-38992559,20.12762761680923,0.8596723919833649,19.267955224825865,2.3916508941688117,chr21:38979089-38992559,.,,,,,,,,p279
921,chr21,38995997,39012171,5.676175090764101,Oncoprotein_Target,,,,,,,,,,,,,,,p279
922,chr22,16598906,16606251,1.654974936548328,Oncoprotein_Target,,,,,,,,,,,,,,,p279
923,chr22,17866369,17866671,1.088370655595429,Oncoprotein_Target,,,,,,,,,,,,,,,p279
924,chr22,20230964,20235574,2.168777139071272,Oncoprotein_Target,,,,,,,,,,,,,,,p279
925,chr22,21678034,21684517,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
926,chr22,21815143,21830499,2.1170097606218423,NC_specific,,,,,,,,chr22:21815143-21830499,0.587735818750758,16.334491980756592,-15.746756162005834,-2.07106475240292,chr22:21815143-21830499,MAPK1,p279
927,chr22,21854124,21872130,2.506463851151093,NC_specific,,,,,,,,chr22:21854124-21872130,3.4360167184533674,24.62051430516521,-21.18449758671184,-2.7641189795233845,chr22:21854124-21872130,MAPK1,p279
928,chr22,21900698,21906923,1.4622740437559103,Oncoprotein_Target,,,,,,,,,,,,,,,p279
929,chr22,21919388,21926564,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
930,chr22,21928219,21933532,1.1714419211450855,Oncoprotein_Target,,,,,,,,,,,,,,,p279
931,chr22,22597757,22602175,1.853712504535875,Oncoprotein_Target,,,,,,,,,,,,,,,p279
932,chr22,23093983,23100668,1.1075293654495346,Oncoprotein_Target,,,,,,,,,,,,,,,p279
933,chr22,23101456,23117096,2.152963138915797,Oncoprotein_Target,,,,,,,,,,,,,,,p279
934,chr22,23157608,23167776,1.1289525960750524,Oncoprotein_Target,,,,,,,,,,,,,,,p279
935,chr22,23574275,23585201,1.1095987712018949,Oncoprotein_Target,,,,,,,,,,,,,,,p279
936,chr22,28786923,28806617,5.815632613090976,Oncoprotein_Target,,,,,,,,,,,,,,,p279
937,chr22,46000430,46019756,1.259765766579274,Oncoprotein_Target,,,,,,,,,,,,,,,p279
938,chr22,46031266,46126250,1.4598855869527458,Oncoprotein_Target,,,,,,,,,,,,,,,p279
939,chr3,5120477,5131331,2.3550188430671226,Oncoprotein_Target,,,,,,,,,,,,,,,p279
940,chr3,5173946,5207398,3.4870311385828177,Oncoprotein_Target,,,,,,,,,,,,,,,p279
941,chr3,11639111,11645984,5.701567198106575,Oncoprotein_Target,,,,,,,,,,,,,,,p279
942,chr3,15760142,15767579,9.516140655882309,Oncoprotein_Target,,,,,,,,,,,,,,,p279
943,chr3,15767789,15808668,11.396086631588622,Oncoprotein_Target,,,,,,,,,,,,,,,p279
944,chr3,16935200,16944466,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
945,chr3,17726736,17745043,1.8106316731323893,Oncoprotein_Target,,,,,,,,,,,,,,,p279
946,chr3,17900940,17918757,6.3600429496404685,Oncoprotein_Target,,,,,,,,,,,,,,,p279
947,chr3,17927164,18001846,17.726514417035602,Oncoprotein_Target,,,,,,,,,,,,,,,p279
948,chr3,18016547,18039704,2.933883496112716,Oncoprotein_Target,,,,,,,,,,,,,,,p279
949,chr3,18040453,18051160,1.858527516559059,Oncoprotein_Target,,,,,,,,,,,,,,,p279
950,chr3,18066036,18093556,3.130363300798821,Oncoprotein_Target,,,,,,,,,,,,,,,p279
951,chr3,18104287,18136911,2.7512234295433933,Oncoprotein_Target,,,,,,,,,,,,,,,p279
952,chr3,18173551,18183907,2.2555839635662487,Oncoprotein_Target,,,,,,,,,,,,,,,p279
953,chr3,18201763,18259919,2.971634996956456,Oncoprotein_Target,,,,,,,,,,,,,,,p279
954,chr3,18333931,18463924,1.1777699832787822,Oncoprotein_Target,,,,,,,,,,,,,,,p279
955,chr3,25591435,25673672,3.0975865816468686,Oncoprotein_Target,,,,,,,,,,,,,,,p279
956,chr3,31562411,31592946,2.034563489898031,Oncoprotein_Target,,,,,,,,,,,,,,,p279
957,chr3,33837020,33849797,1.0,Oncoprotein_Target,,,,,,,,,,,,,,,p279
958,chr3,33849873,33858652,1.4147582888615309,Oncoprotein_Target,,,,,,,,,,,,,,,p279
959,chr3,35626138,35710020,3.0452116937695206,Oncoprotein_Target,,,,,,,,,,,,,,,p279
960,chr3,37449868,37459687,4.308915756425837,Oncoprotein_Target,,,,,,,,,,,,,,,p279
961,chr3,43283671,43314014,1.7255072934848612,NC_specific,,,,,,,,chr3:43283671-43314014,1.3604617935761696,22.857669590818595,-21.497207797242424,-2.8039747057054485,chr3:43283671-43314014,SNRK,p279
962,chr3,47152449,47167591,4.9475260106888665,Oncoprotein_Target,,,,,,,,,,,,,,,p279
963,chr3,57223891,57230940,4.448113127811837,Oncoprotein_Target,,,,,,,,,,,,,,,p279
964,chr3,63861420,63867617,3.1978588245680006,Oncoprotein_Target,,,,,,,,,,,,,,,p279
965,chr3,69071539,69098987,4.586108175629168,Oncoprotein_Target,,,,,,,,,,,,,,,p279
966,chr3,69350720,69355706,1.27088682938445,Oncoprotein_Target,,,,,,,,,,,,,,,p279
